Kode,KodeSupplier,Nama,Harga,Satuan,Barcode
2523,175,SHOWER SC SWING 100,9006.25,PCS  ,8.99111E+12
2524,40,ZINC SP BLACK S 135 ML,3750,PCS  ,8.99887E+12
2525,33,PLASENTA HBL PTH 210,3790,PCS  ,8.99009E+12
2526,33,PLASENTA HBL KUNING 600,7500,PCS  ,8.99009E+12
2531,114,MODES KAPAS,3030,PCS  ,8.99009E+12
2534,19,OLAY TOTAL WHITE 10 GR,5136.25,PCS  ,8.99009E+12
2535,A0105     ,LEM X-LIME 22ML,10368.75,DOS  ,2535
2539,83,GATSBY SC BL/AMBER 75,5613.75,PCS  ,8.99222E+12
2540,83,GATSBY SC CG/AROMATIC 75,5615,PCS  ,8.99222E+12
2541,A0044     ,LIBRA EMPING MLINJO,30660,PCS  ,2541
2542,A0044     ,LIBRA KUPING GAJAH KECIL,35177.5,PCS  ,2542
2543,A0098     ,WRD WS EXFOLIATNG SRUB 50,5000,PCS  ,8.99314E+12
256,19,SELAMAT FUNTIME CHO 150,6847.5,PCS  ,8.991E+12
2560,19,PANTENE COND 3MM TTL DMG 180,55357.5,PCS  ,4.90243E+12
2562,89,VIVA HBL WHITE SOYBEAN,4453.75,PCS  ,8.9928E+12
2563,89,VIVA HBL WHITE MULBERRY,4453.75,PCS  ,8.9928E+12
2564,89,VIVA HBL WHITE YOGURT,4453.75,PCS  ,8.9928E+12
2567,A0103     ,CALADINE LOTION 60 ML,6466.25,PCS  ,8.99301E+12
2568,A0103     ,CALADINE LOTION 95 ML,8578.75,PCS  ,8.99301E+12
2570,174,CALADINE POWD ORI 100 G,7641.25,PCS  ,8.99301E+12
2572,A0103     ,CALADINE POWD ORI 60 G,5280,PCS  ,8.99301E+12
2575,31,MASTER COLOGNE CLASIC 75,5937.5,PCS  ,8.99342E+12
258,19,SELAMAT TWIS BLAC VAN 140,5706.25,PCS  ,8.991E+12
2581,33,PLASENTA HBL HIJAU 600,7500,PCS  ,9E+12
2583,175,CLEAN&CLEAR COMP PWDR WHT,28462.5,PCS  ,8.85001E+12
2584,175,C&C FACIAL WASH PET 100,13703.75,PCS  ,8.99111E+12
2585,175,C&C FACIAL WASH PET 50,8571.25,PCS  ,8.99111E+12
2586,175,C&C MOISTURIZER 50,10782.5,PCS  ,9.55601E+12
2587,175,C&C OIL CONTROL TONER 100,10850,PCS  ,8.99111E+12
2588,175,C&C OIL CONTROL TONER 50,6857.5,PCS  ,8.99111E+12
259,19,SELAMAT TWIS CHO WAFER140,5706.25,PCS  ,8.991E+12
2590,A0110     ,CUSSON BEDAK BLUE G.C 100GR,4331.25,PCS  ,88820309
2591,175,SHOWER CBS FROSTY PINK 10,13738.75,PCS  ,8.99111E+12
2593,83,PUCELLE MS JOLLY R 150,10718.75,PCS  ,8.99222E+12
2594,53,KANA CREAM KAKI,9100,PCS  ,8.9981E+12
2599,167,CUSSONS SW 17 TRANQULITY,6737.5,PCS  ,8.9981E+12
2602,A0044     ,CAMILAN ACHI,11201.25,PCS  ,2602
2605,33,ESKULIN COLGEL FRUTI 100,6250,PCS  ,8.99342E+12
2606,31,ESKULIN BMIST BLUE TEMP 125,7350,PCS  ,8.99342E+12
2608,31,ESKULIN COL GEL WEDNESDAY100,6250,PCS  ,8.99342E+12
2609,A0095     ,VIVELLE BODY MIST RED100,8203.75,PCS  ,8.99304E+12
261,19,DELFI TWISTER BLACK 45,2681.25,PCS  ,8.991E+12
2610,31,ESKULIN BMIST SPARK YELL 125,11250,PCS  ,8.99342E+12
2611,A0029     ,WESLEY BS VIKINGS 200,8203.75,PCS  ,8.99304E+12
2615,199,FRESH FSS NOR/REFR/WHITE 100,5390,PCS  ,8.99278E+12
2617,89,VIVA COMP QUEEN SPF KP,13641.25,PCS  ,8.9928E+12
2619,89,VIVA COMP QUEEN SPF15 KL,13641.25,PCS  ,8.9928E+12
262,19,DELFI TWISTER M BLACK 80,3891.25,PCS  ,8.991E+12
2620,199,FRESH FSS RELAXING 100,5390,PCS  ,8.99278E+12
2622,89,VIVA COMP QUEEN SPF15 NAT,13641.25,PCS  ,8.9928E+12
2623,40,FRESH WHITE 80,5625,PCS  ,7777777
2624,199,FRESH ENER TUBE 100/FSS,5390,PCS  ,8.99278E+12
2626,83,GATSBY BD LOTION WHT 100,5208.75,PCS  ,8.99222E+12
2628,83,GATSBY DEO SPRAY 175ML,19600,PCS  ,8.99222E+12
2629,83,GATSBY DEO SPRAY 50,6466.25,PCS  ,8.99222E+12
263,19,DELFI TWISTER CHOCO 45,2681.25,PCS  ,8.991E+12
2636,83,GATSBY FW PWR REFS SC 50,4750,PCS  ,8.99222E+12
2639,83,GATSBY GLOSS S.HARD 100,6432.5,PCS  ,8.99222E+12
2640,83,GATSBY GLOSS SP HARD150,9103.75,PCS  ,8.99222E+12
2643,31,MASTER COLOGNE COOL 75,6062.5,PCS  ,8.99342E+12
2644,83,GATSBY POMADE 30 ML,5658.75,PCS  ,8.99222E+12
2645,83,GATSBY WAX TOUGH&SHIN 75,10718.75,PCS  ,8.99222E+12
2646,83,GATSBY SHOWER ORI R.500,14291.25,PCS  ,8.99222E+12
2647,83,GATSBY SHOWER FW ORI 125,5103.75,PCS  ,8.99222E+12
2649,83,GATSBY TALC COOL.W  90G,4900,PCS  ,8.99222E+12
265,19,SELAMAT WFR CHOCO 60,2227.5,BOX  ,8.991E+12
2651,31,MASTER COLOGNE SUCCES 75,5937.5,PCS  ,8.99342E+12
2654,83,GATSBY TALK FFOUGERE 100,4900,PCS  ,8.99222E+12
2656,83,GATSBY TREAT HC TONIC 100,3878.75,PCS  ,8.99222E+12
2657,83,GATSBY TREAT HC NORM 70,3471.25,PCS  ,8.99222E+12
266,19,SELAMAT WFR BRIKO BLACK 1,6572.5,PCS  ,8.991E+12
2661,83,GATSBY TREAT HC AD 75GR,3958.75,PCS  ,8.99222E+12
2664,83,GATSBY W GLOSS SOFT 100G,6432.5,PCS  ,8.99222E+12
2669,83,GATSBY SC GH/CITRUS 75,5613.75,PCS  ,8.99222E+12
267,19,SELAMAT WFR BRIKO HAZELNU,6545,PCS  ,8.991E+12
2670,83,GATSBY WAX L NATURAL75G,10718.75,PCS  ,8.99222E+12
2673,83,GATSBY WG SOFT TUBE 50,3462.5,PCS  ,8.99222E+12
2675,31,MASTER COLOGNE SPORTY 75,6062.5,PCS  ,8.99342E+12
2677,175,SHOWER TALK 50 BLOSSOM,3472.5,PCS  ,8.85001E+12
268,19,SELAMAT WFR BRIKO VANILA,6545,PCS  ,8.991E+12
2685,67,L`AGIE ALPINE ALL VAR,3812.5,DOS  ,8.99296E+12
2687,31,GARNIER L COMPLET FOAM 100ML,3736.25,PCS  ,8.99138E+12
2688,31,GARNIER L COMP SCRUB 100,3812.5,PCS  ,8.99138E+12
2691,A0029     ,WESLEY BS RANGERS 200,17500,PCS  ,8.99304E+12
2695,131,NIVEA HYDRO BLC SCRUB 100,17550,PCS  ,8.99307E+12
2697,A0029     ,WESLEY BS PATRIOT 200,17500,PCS  ,8.99304E+12
2698,A0029     ,WESLEY BS RAIDERS 200,18047.5,PCS  ,8.99304E+12
270,19,SQ ALMOND 68G,7576.25,PCS  ,8.991E+12
2702,4,MARJAN MOCCA,14100,PCS  ,8.99889E+12
2703,4,MARJAN COCOPANDAN,13228.75,DOS  ,8.99889E+12
2705,4,MARJAN STRAWBERY,13072.5,DOS  ,8.99889E+12
2707,19,OLAY ANTI BLEMISH CREAM50,102093.75,PCS  ,4.90243E+12
2708,51,PUTERI BEDAK TRANS 01-18G,10210,PCS  ,8.99515E+12
2709,A0044     ,LIBRA MAKARONI BESAR,30660,PCS  ,2709
271,19,SQ DARK 68 GR,7576.25,PCS  ,8.991E+12
2711,131,KENANGA HBL,4500,PCS  ,8.99515E+12
2713,51,MR. BEDAK KUNING KEMATIN,10000,PCS  ,8.99515E+12
2714,83,GATSBY COL SPRAY SPORT100,9697.5,PCS  ,8.99222E+12
2715,83,GATSBY COL SPRAY DREAM 10,9697.5,PCS  ,8.99222E+12
2717,A0029     ,WESLEY BS WARRIORS 200,17500,PCS  ,8.99304E+12
2719,51,MR PEMB JRK NIPIS 150,9281.25,PCS  ,8.99515E+12
272,19,SQ FRUIT&NUT 68,7576.25,PCS  ,8.991E+12
2721,31,MARCKS BEDAK CREME 40,6032.5,PCS  ,8.99503E+12
2722,31,MARCKS BEDAK ROSE 40,6032.5,PCS  ,8.99503E+12
2723,31,MARCKS BEDAK PUTIH 40GR,6032.5,PCS  ,8.99503E+12
2724,51,MR. BDK PLUS KL,12000,PCS  ,8.99515E+12
2725,51,MR PENY AIR MAWAR PUTIH 100,4500,PCS  ,8.99515E+12
2726,51,MR PENY AIR MAWAR PUTIH 150,9075,PCS  ,8.99515E+12
2727,51,MR.TASIK KMNG KL KK/KB35,5672.5,PCS  ,8.99515E+12
2729,51,MR ALAS BDK KL KB 35 ML,5500,PCS  ,8.99515E+12
273,19,SQ MIDI ALM 33G,4138.75,PCS  ,8.991E+12
2730,51,MR ALAS BDK TK TG KK 35,4125,PCS  ,8.99515E+12
2731,51,MR JEBUK SARI ALL 20 G,10312.5,PCS  ,8.99515E+12
2734,131,MR MINYAK ZAITUN 75,10500,PCS  ,8.99515E+12
2735,A0029     ,WESLEY BS BRAVES 200,18047.5,PCS  ,8.99304E+12
2736,51,MR HBL SARI JERUK 175ML,9178.75,PCS  ,8.99515E+12
274,19,SQ MIDI F&N 33G,4138.75,PCS  ,8.991E+12
2740,83,GATSBY COL SPRAY GAME 100,9697.5,PCS  ,8.99222E+12
2742,51,MR KENANGA PEMBERSIH 120M,4125,PCS  ,8.99515E+12
2745,51,MR. BEDAK PADAT KT,17841.25,PCS  ,8.99515E+12
2748,51,MR LULUR KOCOK GADING 200,12891.25,PCS  ,8.99515E+12
2749,51,MR LULUR MASSINANGLING,6000,PCS  ,8.99515E+12
275,19,SQ MIDI CASHEW 33G,4138.75,PCS  ,8.991E+12
2750,131,MR MASKER BENGKOANG 15,6187.5,PCS  ,8.99515E+12
2751,131,MR MASKER BENGKOANGTUBE 60,10000,PCS  ,8.99515E+12
2752,51,MR MASKER BENGK 125,18000,PCS  ,8.99515E+12
2753,51,MR MASKER INDAH WARNI,4000,PCS  ,8.99515E+12
2754,131,MR PEELING MASKER KLT KERANG,4000,PCS  ,8.99515E+12
2757,131,MR MASKER TOMAT,4000,PCS  ,8.99515E+12
2759,131,MR PEELING MUNDISARI 15G,6187.5,PCS  ,8.99515E+12
276,19,SQ CASHEW 68,7580,PCS  ,8.991E+12
2760,51,MR PEELING MUNDISARI 125,18000,PCS  ,8.99515E+12
2763,51,MR PEMB S.GAMBIR BSR150,10210,PCS  ,8.99515E+12
2765,131,MR PEMB MAWAR 150,10210,PCS  ,8.99515E+12
2766,51,MR PEMBERSIH KETIMUN 150,9900,PCS  ,8.99515E+12
2768,131,MR PENY JERUK NIPIS 150,8800,PCS  ,8.99515E+12
2769,51,MR PENY S.GAMBIR BSR,9075,PCS  ,8.99515E+12
277,19,SQ WHITE 68 GR,8263.75,PCS  ,8.991E+12
2774,51,MR PENYEGAR KETIMUN 150,8800,PCS  ,8.99515E+12
2775,131,MR PENYEGAR MAWAR150,9075,PCS  ,8.99515E+12
2777,51,MR. FOUNDATION WHITE B 30,8300,PCS  ,8.99515E+12
2780,51,MR. ALAS BEDAK TK KT,5500,PCS  ,8.99515E+12
2784,51,PUTERI SHAKE COL SOOTHING,12478.75,PCS  ,8.99515E+12
2786,51,PUTERI SHAKE COL ENERGIZI,12478.75,PCS  ,8.99515E+12
2787,51,PUTERI SHAKE COL REFRESH 100,11343.75,PCS  ,8.99515E+12
2788,51,PUTERI SHAKE COL RELAXING,12478.75,PCS  ,8.99515E+12
2789,51,MR. PELEMBAB BENGKOANG 35,7941.25,PCS  ,8.99515E+12
2790,51,MR. PELEMBAB PLUS 40 NCK,6900,PCS  ,8.99515E+12
2791,51,MR. PELEMBAB PLUS 40 BM,6900,PCS  ,8.99515E+12
2794,51,MR HBL MANGIRPUTIH/KUNING175,9178.75,PCS  ,8.99515E+12
2795,40,FRES COLOG GEL 100 BLUE,6250,PCS  ,8.99887E+12
2796,40,FRES COLOG GEL PINK 100,6250,PCS  ,8.99887E+12
2798,131,NIVEA 2IN1 MILK&TONER 200,26098.75,PCS  ,8.99978E+12
2802,33,OVALE WHITE 60,4410,PCS  ,8.99342E+12
2804,175,SHOWER TALK 100 BLOSSOM,5810,PCS  ,8.85001E+12
2807,131,NIVEA CLEAN MILK 200 ML,18961.25,PCS  ,8.99978E+12
2808,131,NIVEA CLEANMILK 50 ML,4792.5,PCS  ,8.99978E+12
2809,131,NIVEA BD FRESH M LOT 50,3726.25,PCS  ,8.99978E+12
2811,131,MR PEELING MUNDISARI 60,10500,PCS  ,8.99515E+12
2815,31,OVALE ANTI ACNE 100,6875,PCS  ,8.99342E+12
2817,131,NIVEA F.TONIC 50 ML,4601.25,PCS  ,8.99978E+12
2818,131,NIVEA FACE TONIC 200 ML,18961.25,PCS  ,2
2825,131,NIVEA INT MOIST LOT 50ML,3513.75,PCS  ,8.99978E+12
2826,131,NIVEA MOIST FLUID WHITE,26631.25,PCS  ,8.99978E+12
2827,131,NIVEA MOIST OIL FREE 50 M,18727.5,PCS  ,8.99978E+12
2831,131,NIVEA NIGHT REPAIR 50,37281.25,PCS  ,8.99978E+12
2834,A0105     ,CUTTER VANCO V-900,6016.25,PCS  ,7.78197E+12
2842,31,OVALE WHITE 100,6875,PCS  ,8.99342E+12
2843,131,NIVEA WHITE B LOT 50ML,4403.75,PCS  ,8.99978E+12
2844,199,NIVEA WHITE BODY LOT 100M,9482.5,PCS  ,8.99978E+12
2846,19,OIL OF OLAY MOIST CRM.50,42570,PCS  ,4.71026E+12
2847,19,OLAY MOIST LOT 30,14231.25,PCS  ,4.89934E+12
2848,19,OLAY MOIST LOTION 75,35516.25,PCS  ,9.30062E+12
2849,19,OIL OF OLAY UVNL CRM 50GR,51572.5,PCS  ,4.90243E+12
2850,19,OLAY UVNL LOT 30ML,17665,PCS  ,4.90243E+12
2851,19,OLAY UVNL LOT 75ML,42230,PCS  ,4.90243E+12
2852,19,OLAY WR INTENSIVE CRM 50,57296.25,PCS  ,4.90243E+12
2853,19,OLAY WHT RADIANCE LOT 75,46591.25,PCS  ,4.90243E+12
2854,A0105     ,FORTE NOTA NCR 3 PLY K,8750,PCS  ,8.99479E+12
2857,33,OVALE FL APPLE 100ML,6737.5,PCS  ,8.99342E+12
2859,33,OVALE FL AVOCADO 100ML,6875,PCS  ,8.99342E+12
2860,40,OVALE FL AVOCADO 200ML,10937.5,PCS  ,8.99342E+12
2861,33,OVALE FL CUCUBER 100ML,6875,PCS  ,8.99342E+12
2863,33,OVALE FL FLOWER 100ML,6737.5,PCS  ,8.99342E+12
2865,31,OVALE FL LEMON 100ML,6875,PCS  ,8.99342E+12
2867,31,MASTER SPRAY AMBER 100,10000,PCS  ,8.99342E+12
2868,31,OVALE ANTI KUSAM 100,7500,PCS  ,2868
2871,31,MASTER SPRAY GREEN F 100,10000,PCS  ,8.99342E+12
2872,19,OLAY TE NORMAL/COOLING 50G,102093.75,PCS  ,4.90243E+12
2873,31,OVALE PAPAYA 100,6875,PCS  ,8.99342E+12
2874,19,OLAY WR NIGHT 50,71651.25,PCS  ,4.90243E+12
2875,19,OLAY TE MERL GENTLE 50GR,102093.75,PCS  ,4.90243E+12
2876,33,OVALE MASKULIN AA 75ML,6562.5,PCS  ,8.99342E+12
2878,33,OVALE MASKULIN AHA 75ML,6562.5,PCS  ,8.99342E+12
2880,33,OVALE MASKULIN CLC 75ML,6562.5,PCS  ,8.99342E+12
2886,175,C&C DP CLEANSER 50 ALL,10278.75,PCS  ,8.99222E+12
2887,16,BUMIFOOD BAKSO IKAN 50,19606.25,PCS  ,8.9927E+12
2892,203,VENUS REFIL NO 3,15000,PCS  ,8.99222E+12
2901,31,NYAM NYAM COLEK WFR CKT22,978.75,PCS  ,8.88602E+12
2903,175,WELCO SELAI KACANG 275,3281.25,PCS  ,8.99302E+12
2908,31,MAYBELLINE PWD BASIC HLN10,5625,PCS  ,6.92349E+12
2909,A0044     ,MANISAN JELLY MANNA,1555,PCS  ,2909
2910,175,CLEAN & CLEAR BDK R.LIGHT,23042.5,PCS  ,8.85001E+12
2911,175,JOHNSON B PWD BEDTIME100,3312.5,PCS  ,8.99111E+12
2912,175,JOHNSON B PWD BEDTIME 50,3312.5,PCS  ,8.99111E+12
2920,A0107     ,NUTRIJELL ORANGE 15 GR,2667.5,BOX  ,8.99293E+12
2921,A0107     ,NUTRIJELL STRAW 15 GR,2667.5,BOX  ,8.99293E+12
2922,A0107     ,NUTRIJELL LECY 15 GR,2667.5,BOX  ,8.99293E+12
2923,A0107     ,NUTRIJELL MELON 15 GR,2667.5,BOX  ,8.99293E+12
2924,A0107     ,NUTRIJELL PLAIN 15 GR,2667.5,BOX  ,8.99293E+12
2925,131,JELYGAR ANGGUR,2083.75,PCS  ,8.99402E+12
2928,A0107     ,NUTRIJELL ANGGUR 15 GR,2667.5,BOX  ,8.99293E+12
2930,112,CARVIL SOULMATE C,508.75,PCS  ,2930
2931,4,SEPATU KITANO MH/VICTOR C03,586.25,PCS  ,2931
2937,131,NIVEA WHT TONER 200,21257.5,PCS  ,8.99978E+12
294,2,NS SUPERO CRACKER 90,1875,DOS  ,8.88817E+12
2944,158,STIKO FGR FRUITY FUSION75,3865,PCS  ,8.88602E+12
2945,158,ASTRA COKLAT 275,9476.25,PCS  ,8.88602E+12
2947,175,WELCO PASTA COKLAT 300,3281.25,PCS  ,8.99302E+12
2949,19,VICKS FORMULA DEWASA 30,5506.25,PCS  ,4.98718E+12
295,31,TESSA TP-22 INTERFLOD 250,521.25,PCS  ,8.99293E+12
2950,19,VICKS FORMULA 44 54ML,10890,PCS  ,4.98718E+12
2951,19,VICKS FORMULA ANAK 44 27ML,5507.5,PCS  ,4.98718E+12
2952,19,VICKS FORMULA ANAK OR/ST54,10890,PCS  ,4.98718E+12
2953,19,VICKS FORMULA ANTITUSIF30,5507.5,PCS  ,4.98718E+12
2954,19,VICKS FORMULA 44DT 54,10890,PCS  ,4.98718E+12
2959,199,S&F VIOLET REF 800,8000,PCS  ,8.99278E+12
2961,131,NIVEA ANTI AGEING Q10DAY,39945,PCS  ,8.99978E+12
2962,131,NIVEA ANTI AGEING Q10NIGH,39945,PCS  ,8.99978E+12
2963,131,NIVEA WHITE TONER 125,14135,PCS  ,8.99978E+12
2964,83,GATSBY S COL DEEP OCEAN 75,5613.75,PCS  ,8.99222E+12
2965,83,GATSBY S COL WF/WOODY 75,5615,PCS  ,8.99222E+12
297,A0044     ,HOT SEBLAK MANNA,12745,PCS  ,297
2971,176,GARUDA KCG KULIT 200,8566.25,PACK ,8.99278E+12
2974,170,GARUDA KCG RS KEJU 100,3687.5,PCS  ,8.99278E+12
2975,176,GARUDA KCG TELOR 230,7373.75,PACK ,8.99278E+12
2976,158,VENESIA KLG 400,20068.75,PCS  ,8.88602E+12
2977,A0002     ,TURBO JAGUNG KARAMEL 75,2203.75,PCS  ,8.99317E+12
2978,A0002     ,TURBO JAGUNG AYAM BAWANG 75,2203.75,PCS  ,8.99317E+12
2979,83,GATSBY SC GS/FOUGERE 75,5615,PCS  ,8.99222E+12
2980,83,GATSBY S COL BM/OZONE 75,5728.75,PCS  ,8.99222E+12
2981,83,GATSBY SC ND/SPICY 75,5615,PCS  ,8.99222E+12
2989,16,BUMIFOOD BAKSO AYAM 25,11125,PCS  ,8.9927E+12
299,A0013     ,TARO NET SEAWEED 12,950,DOS  ,9E+12
2992,4,LAURIER SC MAXI WING 20 P,4486.25,PCS  ,8.99273E+12
2996,69,COCA COLA 250,2965,PCS  ,8.99276E+12
2998,69,FANTA STRAWBERY 250,2965,DOS  ,8.99276E+12
2999,40,ALE ALE CUP 200,2965,PCS  ,8.99887E+12
300,176,GARUDA PILUS PEDAS 95,1830,PACK ,8.99278E+12
3005,131,SWEETY SAFE&SOFT XL32,707.5,PCS  ,8.99296E+12
3006,A0098     ,WRD SEAWEED BALANCING FW 60,765,PCS  ,8.99314E+12
301,102,BELVITA SANDWICH 19,521.25,PCS  ,8.99276E+12
3011,16,FINNA KETAN PUTIH 500,8937.5,PCS  ,11747234078
3012,16,FINNA KETAN HITAM  500,8937.5,PCS  ,11747234092
3016,31,RESIK-V MAWAR 90,5000,PCS  ,8.99342E+12
3017,158,VENESIA KLG 900,36528.75,PCS  ,8.99222E+12
302,89,VIVA WHTE CLEAN MASK CLEAN50,3773.75,PCS  ,8.9928E+12
3021,31,MIC MAC SAND CHICKEN 147,4000,PCS  ,8.88602E+12
3023,31,MIC MAC ORIGINAL CRACK 67,1593.75,PCS  ,8.88602E+12
3025,131,SOFTEX COMFORT SLIM 20,8458.75,PCS  ,8.99296E+12
303,A0012     ,PIATOS SAPI PGG 85,1087.5,PCS  ,8.9962E+12
3032,23,KARA NT LYCHEE 1000,7548.75,PCS  ,8.99313E+12
3033,40,SEDAP MIE AYAM BAWANG,1022.5,DOS  ,8.99887E+12
3034,40,SEDAP MIE SOTO,1022.5,DOS  ,8.99887E+12
3035,172,SIMBA TUFFIS 170,9445,PCS  ,8.99317E+12
3036,31,RESIK-V KENANGA 90,5000,PCS  ,8.99342E+12
3037,31,RESIK-V ANGGREK 90,5000,PCS  ,8.99342E+12
3039,43,BIRDY SUSU,1968.75,PCS  ,8.99222E+12
3040,43,BIRDY KOPI,1968.75,PCS  ,8.99222E+12
